name,minutes/game,games_played,icetime,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_shotAttempts,I_F_points,I_F_rebounds,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts
Zac Dalpe,6.13,1,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Leschyshyn,11.30,41,27801,34.42,3.61,2.53,61,6,3,13,4,27,19,1,1.03,2.32,0.26,1,1,0,47
Mats Zuccarello,18.59,70,78075,145.4,14.81,10.65,268,79,10,48,43,148,43,12,4.88,5.15,4.79,10,9,5,203
Jay Beagle,13.79,33,27295,21.54,2.38,1.56,40,2,2,9,7,17,9,3,0.39,1.1,0.89,0,0,1,29
Tyler Benson,8.54,29,14858,18.03,1.09,1.07,35,2,1,3,6,22,3,0,0.67,0.43,0,0,1,0,25
Riley Nash,11.43,49,33597,41.18,4.48,2.87,64,4,3,18,12,44,9,3,1.72,1.11,1.65,0,0,0,56
Joel Kiviranta,9.52,56,31994,59.06,5.78,4.06,98,7,6,7,9,52,19,7,1.73,2.11,1.94,1,0,0,78
Matthew Highmore,12.69,46,35038,58.98,6.5,3.81,95,12,5,16,6,56,18,7,1.76,2.33,2.4,1,2,2,81
Philip Broberg,13.47,23,18588,27.89,1.06,1.61,60,3,3,5,14,40,1,0,0.97,0.09,0,1,0,0,41
Otto Koivula,10.74,8,5157,6,0.49,0.46,11,2,0,1,1,7,2,0,0.3,0.19,0,0,0,0,9
Brett Ritchie,9.72,41,23917,53.73,4.88,3.51,91,4,2,3,11,56,15,4,1.94,1.91,1.03,2,0,1,75
Christian Wolanin,14.70,9,7936,4.75,0.44,0.31,11,2,0,6,3,5,1,1,0.11,0.08,0.24,0,0,1,7
Henri Jokiharju,21.88,60,78766,68.46,3.83,4.32,146,19,5,12,36,95,4,3,1.88,0.5,1.45,2,0,1,102
Rocco Grimaldi,10.93,7,4590,7.25,0.88,0.55,13,0,1,5,3,9,0,1,0.33,0,0.55,0,0,0,10
Bo Horvat,19.49,70,81853,187.62,25.74,13.85,304,52,11,32,25,164,69,28,5.53,7.96,12.26,9,11,11,261
Sonny Milano,15.28,66,60501,98.73,12.87,7.93,177,34,5,29,34,88,39,14,2.81,4.43,5.62,2,6,6,141
Carson Soucy,17.66,64,67814,81.72,4.24,5.27,169,21,6,23,29,106,11,1,2.65,1.35,0.24,8,2,0,118
Vince Dunn,20.68,73,90559,121.65,6.52,8.17,282,35,12,25,48,162,14,3,3.82,1.61,1.09,5,0,2,179
Blake Speers,9.16,2,1099,0.74,0.03,0.05,2,0,0,1,1,1,0,0,0.03,0,0,0,0,0,1
Joe Veleno,13.21,66,52329,71.28,6.95,4.99,125,15,4,19,12,66,24,7,2.07,2.84,2.04,3,3,2,97
Marc Staal,17.42,71,74225,73.1,3.84,4.33,141,16,6,13,29,94,6,4,2.25,0.69,0.9,2,0,1,104
Cole Sillinger,13.70,79,64941,145.8,15.92,10.79,254,31,9,24,24,125,65,11,4.64,7.86,3.41,6,8,2,201
Travis Konecny,17.61,79,83489,220.85,23.47,16.1,382,52,19,22,28,199,74,24,6.16,9.36,7.94,6,2,8,297
Ryan Murray,14.09,37,31274,23.07,1.1,1.34,45,4,1,4,8,31,1,1,0.73,0.11,0.27,0,0,0,33
Liam Foudy,11.85,1,711,0.54,0.07,0.05,1,0,0,0,0,1,0,0,0.07,0,0,0,0,0,1
Brandon Duhaime,10.22,80,49047,89.16,8.58,6.12,161,17,4,16,13,81,32,7,2.46,4.25,1.87,4,2,0,120
Esa Lindell,22.05,76,100526,109.67,4.91,5.79,211,25,8,20,55,148,9,2,2.97,0.96,0.98,4,0,0,159
Boris Katchouk,9.92,59,35118,60.61,6.16,4.1,100,7,2,16,7,51,23,6,1.68,2.8,1.69,1,0,2,80
Casey Fitzgerald,16.88,36,36450,34.01,1.45,2.01,67,6,1,13,17,46,4,0,0.98,0.47,0,0,0,0,50
Taylor Hall,16.41,81,79761,192.99,20.58,14.05,322,61,13,33,48,181,62,18,5.65,7.75,7.19,5,6,9,261
Jake Bean,20.57,67,82684,92.98,4.68,5.66,209,25,8,21,23,121,11,2,2.71,1.35,0.62,6,1,0,134
Eetu Luostarinen,13.44,78,62887,82.01,10.25,6.16,153,26,8,38,27,61,36,13,2.4,4.31,3.54,1,5,3,110
Sean Couturier,20.39,29,35475,78.9,9.17,5.77,136,17,9,25,17,72,23,13,2.19,2.64,4.34,1,1,4,108
Nate Schmidt,20.21,77,93367,116.49,5.43,7.42,257,32,7,32,66,162,8,2,3.63,0.95,0.85,2,0,2,172
Trevor Lewis,12.83,80,61591,111.09,9.78,6.83,180,16,6,11,9,115,27,11,3.13,3.04,3.6,1,2,3,153
Scott Sabourin,7.60,7,3190,6.46,0.61,0.46,10,2,0,1,2,5,4,0,0.13,0.48,0,0,0,0,9
Sheldon Dries,10.30,11,6798,18.21,1.68,1.4,28,3,1,2,1,18,8,0,0.84,0.84,0,2,0,0,26
Drake Caggiula,14.64,18,15807,22.29,1.96,1.39,37,5,1,6,2,23,6,2,0.67,0.71,0.58,1,1,0,31
Josh Mahura,14.06,38,32058,37.61,1.5,1.83,82,7,2,5,17,50,1,1,1.08,0.08,0.34,2,1,0,52
Cole Schwindt,14.13,3,2544,4.62,0.38,0.35,10,0,0,1,2,4,2,0,0.13,0.25,0,0,0,0,6
Kevin Fiala,17.65,82,86824,262.5,28.33,19.79,453,85,18,38,54,241,90,27,8.26,10.84,9.23,9,15,9,358
Juuso Valimaki,15.71,9,8481,9.02,0.34,0.47,21,2,1,3,3,13,0,0,0.34,0,0,0,0,0,13
Alex Barre-Boulet,11.00,16,10562,15.16,1.91,1.28,28,6,2,4,3,13,6,2,0.49,0.89,0.53,2,1,0,21
Scott Reedy,11.19,35,23491,35,5.74,2.95,54,9,3,6,5,28,12,8,1.07,1.48,3.2,2,0,5,48
Alexander Alexeyev,10.58,1,635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calle Jarnkrok,16.04,66,63509,99.67,11.72,7.08,175,30,8,27,12,104,23,15,3.54,2.81,5.37,3,2,7,142
Paul Stastny,17.78,71,75756,125.7,21.94,10.64,196,45,9,38,21,70,73,29,2.74,9.42,9.77,2,9,10,172
Moritz Seider,23.05,82,113384,171.47,8.96,10.8,355,50,15,41,48,233,7,6,5.48,0.78,2.7,4,2,1,246
Luke Schenn,17.21,66,68151,67.6,3.47,3.87,163,17,3,7,42,97,1,3,1.58,0.17,1.72,1,1,3,101
Gustav Nyquist,17.84,82,87776,128.48,17.41,9,208,53,13,46,25,102,49,18,3.48,6.3,7.63,4,7,7,169
Dillon Dube,12.84,79,60857,136.9,15.31,9.58,228,32,13,24,23,117,54,17,4.22,6.08,5.01,8,8,2,188
Erik Gudbranson,18.14,78,84892,124.71,3.61,6.57,268,17,8,20,42,176,5,0,3.09,0.52,0,6,0,0,181
Brendan Perlini,8.37,23,11554,24.71,2.05,1.62,44,5,1,3,2,26,6,2,0.81,0.78,0.46,1,2,1,34
Rafael Harvey-Pinard,13.09,4,3141,4.5,0.55,0.48,7,1,1,2,1,2,4,0,0.08,0.47,0,0,1,0,6
Will Butcher,16.48,37,36593,39.26,2.1,2.53,78,8,2,1,10,54,6,0,1.37,0.73,0,1,1,0,60
Alexandre Texier,14.61,36,31552,59.15,8.48,3.97,109,20,4,16,5,52,19,11,1.76,2.2,4.52,4,2,5,82
Tyler Lewington,12.44,2,1493,2.08,0.04,0.11,3,0,0,0,0,3,0,0,0.04,0,0,0,0,0,3
Barrett Hayton,16.12,60,58025,82.86,10.91,6.11,150,24,8,18,18,67,38,11,2.15,4.54,4.21,3,3,4,116
Jimmy Vesey,14.42,68,58850,115.95,12.45,7.63,185,15,5,57,33,97,50,8,3.43,6.35,2.67,1,6,1,155
Martin Frk,14.03,6,5051,15.61,2.06,1.16,28,2,0,0,5,12,7,3,0.36,0.73,0.97,1,0,1,22
Nikita Zaitsev,18.99,62,70643,68.3,2.33,4.04,138,11,3,13,35,101,0,1,1.99,0,0.34,1,0,1,102
Brayden McNabb,19.70,69,81558,90.7,3.61,4.99,195,18,6,37,28,125,6,2,2.22,0.78,0.6,2,0,1,133
Tony DeAngelo,19.81,64,76065,131.84,6.83,8.58,264,51,8,27,39,177,11,3,4.23,1.31,1.28,7,2,1,191
Logan Brown,10.19,39,23844,36.1,5.38,3.04,56,11,4,7,13,21,20,8,0.87,2.44,2.07,1,1,2,49
Jordan Martinook,11.20,59,39651,85.29,7.95,5.89,152,15,7,11,15,87,28,6,2.89,3.55,1.5,5,0,1,121
Brent Burns,26.15,82,128642,195.95,9.2,13.11,446,54,18,68,97,274,15,4,5.83,1.93,1.44,7,1,2,293
Ryan Lindgren,20.10,78,94070,68.81,4.05,4.02,154,15,5,19,32,89,8,3,1.69,0.94,1.41,1,2,1,100
William Carrier,11.62,63,43938,123.72,15.96,9.95,194,20,16,24,12,87,55,20,3.36,6.67,5.93,2,6,1,162
Tomas Tatar,14.83,76,67635,141.98,16.53,9.75,244,30,8,27,25,124,48,19,4.82,5.85,5.86,1,8,6,191
Blake Comeau,11.47,6,4129,1.51,0.14,0.1,5,1,0,1,4,1,1,0,0.03,0.11,0,1,0,0,2
Robby Fabbri,17.33,56,58227,128.54,15.01,9.95,211,30,7,13,21,101,52,17,3.41,6.69,4.91,3,9,5,170
Artemi Kniazev,11.98,1,719,2.16,0.12,0.13,3,0,0,0,0,3,0,0,0.12,0,0,0,0,0,3
Nicolas Meloche,16.88,50,50627,35.72,1.32,2.05,94,7,4,17,26,50,2,0,1.07,0.26,0,2,0,0,52
Andrej Sustr,14.72,38,33569,26.75,0.76,1.44,62,6,1,10,15,38,1,0,0.61,0.15,0,1,0,0,39
Ross Johnston,10.27,32,19721,8.2,1.38,0.68,18,7,0,4,10,8,2,2,0.4,0.32,0.66,0,1,1,12
Joel Armia,13.72,60,49405,98.8,10.13,7.22,179,14,8,30,28,93,32,10,2.82,4.13,3.18,2,1,3,135
Oskar Steen,11.07,20,13288,25.31,2.03,1.51,43,6,2,9,5,27,5,2,0.74,0.67,0.63,0,1,1,34
Vincent Trocheck,17.87,81,86867,185.8,25.09,14.29,300,51,14,50,42,150,79,25,5.51,9.54,10.04,2,10,9,254
Patrik Laine,18.83,56,63267,171.82,17.56,11.5,317,56,17,27,52,170,54,14,5.88,6.09,5.6,9,10,7,238
Michael Carcone,12.31,21,15515,36.2,4.13,2.64,64,6,2,8,9,31,12,6,1.03,1.41,1.68,1,2,1,49
Nathan Walker,11.54,30,20776,39.83,4.61,2.91,64,12,2,8,6,32,18,5,1.29,2.07,1.25,5,2,1,55
Hudson Fasching,9.88,11,6523,7.42,0.7,0.51,17,0,0,2,0,6,5,0,0.18,0.52,0,0,0,0,11
Kale Clague,16.74,36,36153,21.66,1.24,1.38,56,10,4,6,35,27,3,1,0.73,0.27,0.25,2,0,0,31
Sean Durzi,19.59,64,75243,102.26,5.89,7.3,247,27,12,26,53,133,14,3,3.32,1.62,0.95,2,0,1,150
Justin Holl,20.21,69,83662,62.68,3.46,3.83,128,23,3,18,56,82,4,4,1.79,0.59,1.08,2,1,0,90
Kyle Connor,21.78,79,103219,291.02,35.14,20.49,499,93,17,66,47,254,109,32,9.25,12.39,13.5,10,19,18,395
Adam Larsson,22.28,82,109622,119.18,4.5,6.64,260,25,9,23,35,165,9,0,3.42,1.08,0,4,4,0,174
Philipp Kurashev,12.85,67,51673,75.85,7.36,5.42,142,21,4,24,11,74,26,5,2.53,3.29,1.53,3,3,0,105
Martin Necas,16.19,78,75760,163.28,14.1,10.03,295,40,7,38,75,176,38,12,5.28,4.31,4.51,6,6,2,226
Charlie Coyle,17.41,82,85647,136.89,18.73,9.95,214,44,18,39,42,122,38,25,3.79,4.87,10.07,7,1,8,185
Jason Dickinson,13.04,62,48516,69.03,7.33,4.63,125,11,3,20,9,69,25,4,2.34,3.06,1.93,3,0,2,98
Dmitry Kulikov,18.20,80,87341,77.57,5.01,5.07,168,24,5,16,31,98,9,5,2.46,1.05,1.5,1,3,3,112
Adrian Kempe,18.58,78,86972,246.03,30.25,17.15,443,54,23,34,43,205,91,35,6.48,10.91,12.85,7,8,20,331
Brad Hunt,15.25,50,45759,61.25,2.03,3.51,127,17,6,11,19,89,1,0,1.84,0.19,0,3,0,0,90
Tom Wilson,18.58,78,86965,161.2,19.41,12.28,279,52,13,36,44,129,80,17,3.99,9.84,5.58,3,16,5,226
Radim Zohorna,10.33,17,10534,13.79,1.77,1.06,24,6,0,6,1,11,6,2,0.44,0.81,0.51,0,1,1,19
Matt Benning,16.34,65,63715,52.61,2,2.98,114,11,4,8,33,76,3,0,1.62,0.37,0,0,0,0,79
Tage Thompson,17.88,78,83676,250.54,26.09,17.35,457,68,22,49,42,246,84,18,8.14,10.06,7.9,16,15,7,348
Martin Fehervary,19.65,79,93155,86.35,4.41,4.99,181,17,5,14,36,117,7,2,2.33,0.93,1.14,4,3,1,126
Rem Pitlick,14.96,65,58355,62,9.85,5.46,94,37,6,31,39,40,29,13,1.75,3.97,4.13,2,6,7,82
Morgan Rielly,23.74,82,116791,202.45,9.35,12.49,384,68,13,40,76,267,19,4,5.87,2.35,1.12,6,3,1,290
Joonas Donskoi,14.84,75,66767,89.01,10.19,6.98,155,22,2,24,21,77,38,9,3.2,4.47,2.51,1,0,1,124
Alexander Edler,18.46,41,45418,54,2.48,3.03,119,19,5,9,16,75,2,3,1.45,0.23,0.81,2,1,0,80
Logan Couture,18.93,77,87469,188.45,23.25,13.78,314,56,16,62,31,176,57,27,6.11,7.19,9.95,7,5,11,260
Chris Wideman,14.88,64,57124,69.75,2.72,4.19,148,27,3,13,57,94,5,1,1.86,0.57,0.29,4,0,0,100
Dylan DeMelo,18.50,76,84356,66.16,3.48,3.82,141,13,7,17,49,92,4,2,1.9,0.53,1.03,1,0,0,98
Mattias Janmark,14.34,67,57664,88.69,10.69,6.85,144,25,10,29,19,67,44,11,2.01,5.6,3.09,1,7,1,122
Kyle Criscuolo,9.56,6,3440,4.76,0.33,0.3,10,2,0,0,0,6,1,0,0.24,0.1,0,0,0,0,7
Rasmus Andersson,22.68,82,111582,146.77,8.14,10.24,289,50,16,24,44,194,13,7,4.25,1.5,2.39,2,2,0,214
Oliver Kylington,18.16,73,79532,132.25,6.66,7.81,277,31,6,24,56,180,10,4,3.82,1.12,1.72,4,4,1,194
William Nylander,18.27,81,88807,270.44,28.22,21.32,467,80,21,59,33,253,90,22,8.72,11.31,8.2,14,11,9,365
Kent Johnson,12.44,9,6719,9.4,1.15,0.73,20,3,0,2,2,8,4,1,0.32,0.43,0.4,0,0,0,13
Urho Vaakanainen,19.32,29,33614,26.1,1.18,1.38,55,6,0,7,8,36,1,1,0.62,0.18,0.38,0,0,0,38
Philip Tomasino,11.54,76,52606,116.3,14.1,8.56,189,32,12,17,23,108,39,14,4.14,4.85,5.1,4,2,5,161
Markus Nutivaara,7.02,1,421,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Samberg,14.85,15,13368,15.67,0.51,0.85,28,5,0,6,11,22,1,0,0.43,0.08,0,0,0,0,23
Mason Shaw,8.99,3,1618,6.41,0.32,0.41,10,0,0,3,1,8,1,0,0.22,0.11,0,0,0,0,9
Kole Sherwood,8.13,1,488,1.53,0.08,0.07,3,0,0,0,0,2,0,0,0.08,0,0,0,0,0,2
Guillaume Brisebois,4.22,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Roy,16.26,78,76092,143.94,21.82,12.36,238,39,23,34,38,91,74,31,3.59,9.29,8.95,3,6,6,196
Mikael Backlund,17.12,82,84222,206.81,18.8,13.08,355,39,19,55,44,210,64,14,6.5,7.59,4.71,6,3,3,288
Zach Sanford,14.30,80,68635,122.34,13.5,9.86,209,21,11,36,22,110,42,15,3.79,5.11,4.6,4,2,3,167
Kevin Stenlund,7.53,3,1355,2.4,0.19,0.16,4,0,0,1,0,2,1,0,0.04,0.15,0,0,0,0,3
Mason Geertsen,6.96,25,10435,12.59,0.98,0.8,20,0,0,4,3,11,6,0,0.26,0.72,0,0,0,0,17
Jonas Siegenthaler,20.57,70,86380,82.25,2.66,4.59,190,14,9,17,52,119,2,0,2.48,0.18,0,1,0,0,121
Brandon Biro,13.50,1,810,0.74,0.03,0.04,2,0,0,0,0,1,0,0,0.03,0,0,0,0,0,1
Greg McKegg,10.87,43,28037,23.34,3.16,1.64,38,5,0,14,15,16,12,3,0.48,1.46,1.22,0,1,1,31
Mitchell Marner,20.88,72,90214,228.85,26.51,16.07,420,97,13,72,63,209,75,31,6.48,8.97,11.06,8,11,16,315
Alexander Romanov,20.39,79,96669,99.57,3.32,5.58,244,13,1,24,78,143,5,0,2.83,0.49,0,2,1,0,148
Steven Stamkos,18.48,81,89803,236.56,26.74,16.9,401,106,12,30,24,215,87,21,8.02,10.03,8.69,18,14,10,323
Chase Priskie,14.00,4,3361,3.5,0.23,0.2,7,0,0,1,4,4,1,0,0.13,0.1,0,0,0,0,5
Patrik Nemeth,16.63,63,62879,53.04,2.4,3.24,114,7,2,11,18,71,6,1,1.35,0.83,0.22,2,0,0,78
Andrew Agozzino,6.87,1,412,0.72,0.03,0.04,1,0,0,0,0,1,0,0,0.03,0,0,0,0,0,1
Max McCormick,8.10,10,4860,9.34,0.69,0.65,15,0,1,2,1,10,3,0,0.41,0.28,0,0,0,0,13
Cale Makar,25.67,77,118586,218.64,15.02,14.71,494,86,21,49,40,283,24,12,6.8,2.68,5.54,17,3,8,319
Alex Killorn,18.70,82,91989,168.02,23.13,14.43,273,59,9,42,30,117,84,23,4.39,10.35,8.4,4,14,7,224
Ben Jones,8.04,2,965,1.6,0.06,0.08,3,0,0,0,0,2,0,0,0.06,0,0,0,0,0,2
Colin White,15.34,24,22086,46.09,5.96,4.08,72,10,3,4,10,33,19,8,1.09,2.44,2.43,1,1,1,60
Mitchell Chaffee,7.45,2,894,1.29,0.17,0.1,2,0,0,0,0,1,1,0,0.06,0.11,0,0,0,0,2
Artturi Lehkonen,15.10,74,67022,155.91,19.43,11.76,269,38,13,18,16,129,57,27,4,7.28,8.15,4,6,9,213
Cody Ceci,20.90,78,97795,96.36,3.3,4.95,213,28,3,15,39,132,5,1,2.6,0.43,0.27,2,2,1,138
Jack Quinn,14.88,2,1785,4.25,0.31,0.28,9,2,0,1,0,5,1,0,0.21,0.11,0,1,0,0,6
Mathieu Joseph,14.20,69,58780,93.03,11.36,6.85,150,30,2,45,20,72,42,11,2.79,5.25,3.32,3,5,4,125
Fabian Zetterlund,13.34,14,11208,31.95,3.25,2.08,50,8,2,3,1,29,13,2,0.97,1.58,0.7,0,3,0,44
Max Pacioretty,17.38,39,40666,150.29,15.06,10.13,262,37,9,15,23,153,34,17,4.8,4.07,6.19,7,5,7,204
Tanner Laczynski,9.45,1,567,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Strome,18.33,74,81365,157.81,17.26,11.74,257,54,10,32,37,136,64,16,3.97,7.62,5.67,8,8,5,216
Connor Mackey,13.58,3,2444,4.95,0.25,0.33,8,1,0,1,1,6,1,0,0.15,0.1,0,0,0,0,7
Jeffrey Viel,8.80,34,17959,28.44,3.45,2.19,52,5,4,13,9,22,14,3,0.83,1.67,0.95,1,2,0,39
Max Willman,11.77,41,28958,59.92,4.61,3.78,100,6,4,14,8,60,18,2,1.81,2.13,0.67,0,3,1,80
Josh Leivo,9.23,7,3876,10.62,1.31,0.77,14,3,1,0,1,10,1,3,0.33,0.09,0.89,0,1,0,14
Darren Helm,10.55,68,43049,85.66,9.37,5.4,146,15,1,25,7,78,26,11,2.61,3.49,3.28,2,3,2,115
Jarred Tinordi,12.92,7,5427,6.61,0.16,0.29,15,1,0,0,1,9,0,0,0.16,0,0,1,0,0,9
Dante Fabbro,19.05,66,75447,88.27,3.52,5.08,189,24,7,22,35,126,4,1,2.6,0.43,0.49,3,0,0,131
Dylan Sikura,9.96,5,2987,3.26,0.47,0.27,4,1,1,2,0,1,2,1,0.01,0.25,0.22,0,0,0,4
Sasha Chmelevski,13.18,19,15030,35.84,2.41,2.06,60,8,4,8,3,42,6,1,1.32,0.82,0.27,0,0,0,49
Jaccob Slavin,23.53,79,111532,164.26,8.67,9.96,341,42,9,74,43,219,14,4,5.04,1.79,1.84,2,0,2,237
Jake Neighbours,9.35,9,5051,7.97,0.74,0.57,11,2,0,0,1,6,4,0,0.21,0.54,0,0,1,0,10
Daniel Sprong,12.99,63,49092,160.27,14,10.88,269,20,11,20,24,169,42,9,6,5.22,2.78,7,4,3,220
Andreas Athanasiou,15.23,28,25593,76.5,10.07,5.37,123,17,3,15,9,70,21,13,2.23,2.73,5.11,4,1,6,104
Sean Day,10.71,2,1285,1.29,0.03,0.08,3,0,0,1,0,2,0,0,0.03,0,0,0,0,0,2
Trey Fix-Wolansky,6.29,6,2263,5.95,0.45,0.35,9,2,0,2,3,5,3,0,0.14,0.32,0,0,1,0,8
Noah Gregor,14.94,63,56457,154.13,14.36,10.17,263,23,11,28,14,153,47,10,4.75,5.88,3.73,1,4,3,210
Jayson Megna,10.31,20,12366,17.74,1.94,1.17,32,3,1,8,1,16,5,2,0.58,0.68,0.68,0,0,0,23
Tyler Bertuzzi,19.88,68,81092,183.3,26.52,15.23,306,62,13,42,57,137,76,33,4.97,9.6,11.94,9,11,10,246
Jacob Bernard-Docker,14.77,8,7089,5.92,0.27,0.35,12,1,1,2,2,8,1,0,0.19,0.08,0,0,0,0,9
Jakub Voracek,17.46,79,82757,136.35,11.89,9.74,253,62,9,44,51,142,41,7,4.77,5.12,2,5,1,0,190
Erik Karlsson,23.47,50,70411,116.65,5.58,7.64,248,35,4,52,63,157,12,1,3.91,1.43,0.23,6,3,1,170
Alex Wennberg,17.85,80,85689,85.88,9.41,6.42,152,37,7,45,37,81,31,7,2.6,4.01,2.8,3,5,3,119
Kevin Hayes,17.92,48,51620,117.94,9.34,8.09,209,31,9,30,20,122,31,7,3.41,3.8,2.13,3,5,2,160
Cam Fowler,24.42,76,111338,117.37,9.21,7.31,300,42,8,31,46,148,11,11,3.53,1.37,4.31,2,1,6,170
Matt Tennyson,12.91,8,6197,5.3,0.17,0.31,11,3,1,1,7,8,0,0,0.17,0,0,0,0,0,8
Ian Mitchell,11.93,8,5727,3.34,0.08,0.17,9,1,0,0,1,5,0,0,0.08,0,0,0,0,0,5
Patrice Bergeron,18.17,73,79585,264.65,31.5,18.46,427,65,25,37,21,241,100,28,7.21,12.17,12.13,6,9,10,369
Tobias Bjornfot,16.76,70,70404,53.09,2.58,3.2,110,8,2,10,30,67,8,0,1.62,0.96,0,0,0,0,75
Adam Brooks,8.95,25,13422,14.27,1.63,1.13,21,3,0,3,3,12,4,2,0.47,0.59,0.57,1,0,1,18
Caleb Jones,18.74,66,74210,80.41,3.99,5.12,165,21,2,26,43,107,8,1,2.58,1.04,0.37,2,2,1,116
Paul Cotter,8.81,7,3701,9.79,0.89,0.62,17,2,0,1,0,10,4,0,0.36,0.53,0,0,2,0,14
Derek Forbort,18.12,76,82633,60.08,2,3.1,132,14,5,15,32,87,2,1,1.59,0.21,0.2,3,1,0,90
Evgeni Malkin,18.33,41,45091,115.04,14.65,9.16,203,42,13,41,48,105,35,18,3.79,4.24,6.62,6,7,7,158
Bowen Byram,18.81,30,33854,49.67,2.72,3.15,102,17,4,14,11,64,7,1,1.62,0.86,0.24,2,3,0,72
Jacob MacDonald,10.09,8,4844,15.85,1.33,1.23,26,0,3,0,2,19,2,1,0.78,0.25,0.3,0,0,0,22
Alex Newhook,13.56,71,57784,103.61,10.86,7.51,203,33,6,20,13,100,36,7,3.89,4.28,2.69,3,6,4,143
Adam Pelech,21.28,78,99595,93.82,4.76,5.92,225,28,9,49,48,126,9,2,2.83,1.1,0.83,2,1,0,137
Brendan Guhle,14.67,6,5280,8.4,0.41,0.49,18,0,0,0,5,12,1,0,0.31,0.1,0,0,0,0,13
Riley Sheahan,12.04,69,49865,64.45,6.54,4.58,109,17,4,18,12,60,22,7,1.85,2.71,1.97,1,1,2,89
Johnathan Kovacevic,10.81,4,2595,6.2,0.19,0.31,13,0,0,0,6,8,1,0,0.11,0.08,0,0,0,0,9
Marc-Edouard Vlasic,15.22,75,68469,65.92,2.38,3.94,145,14,6,17,31,95,3,1,1.81,0.32,0.24,3,0,0,99
Trevor van Riemsdyk,17.47,72,75462,70.91,2.97,4.44,147,17,5,30,19,96,6,0,2.31,0.66,0,1,0,0,102
Nicholas Paul,16.51,80,79257,175.52,18.75,12.12,303,32,13,59,32,163,59,18,5.87,7.36,5.52,6,6,4,240
Filip Chytil,13.18,67,52964,139.69,14.47,10.31,231,22,12,23,28,132,43,13,4.44,5.48,4.55,3,4,1,188
Joel Eriksson Ek,18.58,77,85831,209.09,27.48,16.29,331,49,16,30,12,168,75,34,4.91,9.5,13.08,3,8,15,277
Sam Lafferty,13.57,56,45599,73.13,8.07,5.35,123,13,5,23,19,60,33,7,2.47,3.84,1.75,2,3,0,100
Kurtis MacDermid,7.40,58,25749,43.58,2.68,2.75,89,5,6,5,12,55,6,2,1.34,0.67,0.68,2,0,0,63
Connor McDavid,22.07,80,105918,298.7,42.51,24.2,481,123,27,73,68,213,126,54,7.34,15.46,19.71,8,14,22,393
Nicholas Robertson,10.27,10,6163,12.53,0.65,0.73,21,1,3,3,4,16,1,0,0.56,0.09,0,0,1,0,17
Corey Perry,13.52,82,66516,159.05,25.11,13.76,242,40,15,19,22,103,71,32,4.12,8.77,12.23,5,1,13,206
Chase Pearson,6.76,3,1216,3.62,0.92,0.31,5,0,0,0,0,0,2,2,0,0.3,0.62,0,0,0,4
Marco Scandella,18.14,70,76189,70.68,3.61,4.43,142,14,5,18,38,97,7,1,2.39,0.95,0.27,2,1,0,105
Conor Garland,16.39,77,75706,192.63,18.45,13.91,331,52,17,50,36,196,56,14,6.97,6.56,4.93,9,6,4,266
Reilly Smith,17.78,56,59753,148.74,18.73,10.74,250,38,11,29,42,118,63,18,4.04,7.67,7.02,4,6,6,199
Jordan Harris,16.28,10,9768,7.24,0.36,0.44,15,1,2,3,8,10,1,0,0.26,0.1,0,1,0,0,11
Kurtis Gabriel,6.03,2,723,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
